id_rna,titre,titre_court,objet,nature,date_creation,date_declaration,date_publication,date_dissolution,groupement,position,num_voie,type_voie,libelle_voie,lieu_dit,lat,lon,dt_maj
W9G2014821,TROUPE THEATRE JEN' POUS,TROUPE THEATRE JEN' POUS,"l'association a pour objet de crer les conditions pour dvelopper le thtre rpondant aux aspirations populaires au niveau culturel, conomique et la promouvoir",D,1999-01-12 00:00:00,1999-01-12 00:00:00,1999-01-12 00:00:00,,Simple,Active,,,CHEZ M. SYLVESTRE SIMON,RUE DE BARBES,16.229731,-61.472339,2019-12-31T16:00:04-04:00
W9G2015007,CENTRE HAITIEN D'INFORMATION ET DE DOCUMENTATION -REGROUPEMENT (CHID-R),CENTRE HAITIEN D'INFORMATION ET DE...,"informer, former, éduquer",D,1992-11-30 00:00:00,2001-12-10 00:00:00,1992-12-30 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-08T09:50:08-04:00
W9G2015110,ASSOCIATION 'PLAGES SAINES EN GUADELOUPE',ASSOCIATION 'PLAGES SAINES EN GUAD...,"apporter a l'ensemble des plages publiques et privées de guadeloupe , une mise en salubrite optimale et régulire; un enlevement des dechets abandonnes par les visiteurs; une lutte contre les germes pathogenes",D,1995-10-03 00:00:00,1996-03-25 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-09T11:15:43-04:00
W9G2015139,CLUB DES CELIBATAIRES DE FRANCE (C.C.F),CLUB DES CELIBATAIRES DE FRANCE (C....,"développer les relations humaines dans le respect des bonnes màurs, par la danse, les jeux de cartes, les jeux de l'esprit, l'organisation de loisirs et de voyages, la location d'équipement de loisirs, et la location touristique dans les dom, elle pourra acquerir ou gérer tous biens immobiliers, ou bateaux se rapportant à  l'objet social, l'association s'interdit toute discussion présentant un caractre politique ou confessionnel",D,2006-10-25 00:00:00,2006-10-25 00:00:00,2006-12-23 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-09T14:40:07-04:00
W9G2015148,CREYOL MANIFEST,CREYOL MANIFEST,créer et promouvoir des spectacles,D,2007-12-07 00:00:00,2007-12-07 00:00:00,2008-03-29 00:00:00,,Simple,Active,,route,De vieux digue bertin,,16.229731,-61.472339,2020-01-09T16:00:06-04:00
W9G2015160,ASSOCIATION DES PARENTS D'ELEVES FAPEC - SECTION GRAND BOIS,ASSOCIATION DES PARENTS D'ELEVES F...,"faire respecter les principes fondamentaux de l'enseignement public relatif à la fréquentation, la gratuité, la sécurité, l'hygine, de faire disparaitre les inégalités, de lutter contre les mauvais traitements, l'échec scolaire, de défendre les intérêts des élves dans les domaines matériels, moraux, intellectuels, de faciliter les rapports entre les parents et les autorités, d'établir des rapports de coopération avec tous les acteurs de l'éducation afin d'assurer aux élves le développement et l'encadrement le meilleur",D,2008-12-02 00:00:00,2008-12-02 00:00:00,2009-01-10 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-09T15:43:40-04:00
W9G2015182,GUADELOUPE PALMES,GUADELOUPE PALMES,développer et favoriser la pratique de la nage avec palmes,D,1999-10-26 00:00:00,2003-01-30 00:00:00,,,Simple,Active,,,VILLA KAMAHELIGA,COCOYER,16.229731,-61.472339,2020-01-09T16:57:31-04:00
W9G2015189,CAP SAUVAGE,CAP SAUVAGE,promotion de la voile par son apprentissage sous la forme dàécole de croisire,D,1996-11-05 00:00:00,1996-11-05 00:00:00,,,Simple,Active,,,,66 morne ninine,16.229731,-61.472339,2020-01-09T17:49:57-04:00
W9G2015245,SKI NAUTIQUE CLUB GUADELOUPEEN,SKI NAUTIQUE CLUB GUADELOUPEEN,pratiquer du  ski nautique en vue préparation competition,D,1978-06-02 00:00:00,1978-06-02 00:00:00,1978-06-13 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-10T11:49:28-04:00
W9G2015250,ASOCIATION LES SALINES,ASOCIATION LES SALINES,"ouvrir une crche accueillant des enfants de 2 mois et demi à 36 mois, ayant comme dénomination creche k'rukera ti moun",D,2005-07-13 00:00:00,2005-12-20 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-10T12:00:58-04:00
W9G2015298,TAITE DE L'ART (T.D.L.A),TAITE DE L'ART (T.D.L.A),"lutter contre les exclusions des citoyens, a caractre social et philantropique, elle oeuvre à l'allaitement artistique des masses, en sollicitant tout un chacun à exprimer ici et maintenant sa culture, son éducation, son art, par échange de savoir, de savoir faire, de savoir être, de savoir vivre et de savoir aimer",D,2008-04-17 00:00:00,2008-04-17 00:00:00,2008-06-21 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-13T09:37:40-04:00
W9G2015309,FISTON EN MER,FISTON EN MER,soutenir le skipper philippe fiston pour sa participation à la route du rhum 2006,D,2006-08-01 00:00:00,2006-08-01 00:00:00,2006-08-01 00:00:00,,Simple,Active,,,,MONTAUBAN,16.229731,-61.472339,2020-01-13T10:17:48-04:00
W9G2015319,ASSOCIATION HOLIDAY SPORTS,ASSOCIATION HOLIDAY SPORTS,developper et favoriser la pratique des activités nautiques et sub-nautiques   activites sportives diverses ainsi que toutes formes de loisirs sportifs,D,1980-06-06 00:00:00,1980-06-06 00:00:00,1980-06-22 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-13T11:02:37-04:00
W9G2015356,PALM BRIDGE CLUB,PALM BRIDGE CLUB,rassembler les joueurs de bridge de la région grande-terre guadeloupe de developper sous toutes ses formes la pratique du jeu de bridge cette association adhre a la fédération française de bridge dont elle dépendra soit directement pour certaines questions soit par l'intermédiaire du comité de bridge de la guadeloupe,D,1978-11-14 00:00:00,1978-11-14 00:00:00,1978-11-28 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-13T16:00:27-04:00
W9G2015369,ASSOCIATION GUADELOUPENNE DES PROFESSIONNELS DU VOYAGE (AGPV),ASSOCIATION GUADELOUPEENNE DES PROF...,"réunir les professionnels du voyage, leur permettre une réflexion et des actions communes, visant au développement de leur profession, a leur épanouissement personnel tant matériel que moral.",D,1991-01-08 00:00:00,1991-01-08 00:00:00,1991-02-13 00:00:00,,Simple,Active,,,,"Route du lotissement faraux, villa la",16.229731,-61.472339,2020-01-13T16:22:59-04:00
W9G2015370,ASSOCIATION SPORTIF DE MARE-GAILLARD,ASSOCIATION SPORTIF DE MARE-GAILLARD,entretenir et resserrer les liens de solidarité qui doivent exister entre les membres de la société et par conséquent entre les hommes d'une même section de faire de ses membres des êtres sains et forts par la pratique de làéducation physique et des sports,D,1969-04-02 00:00:00,1969-04-02 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-14T16:00:21-04:00
W9G2015405,ASSOCIATION CONCORDE II,ASSOCIATION CONCORDE II,Permettre l'intégration et làévaluation des jeunes de l'école de football à  la vie associative de leur club,D,1993-07-22 00:00:00,1993-07-22 00:00:00,,,Simple,Active,,,grand-bois,,16.229731,-61.472339,2020-01-14T16:00:21-04:00
W9G2015426,ASSOCIATION DES JEUNES DE PERINETTE GOSIER,ASSOCIATION DES JEUNES DE PERINETTE...,créer des activités pour animer le quartier.,D,1982-07-22 00:00:00,1982-07-22 00:00:00,1982-07-30 00:00:00,,Simple,Active,,,Perinette,,16.229731,-61.472339,2020-01-14T11:58:51-04:00
W9G2015432,ASSOCIATION SPORTIVE CALLINAGO,ASSOCIATION SPORTIVE CALLINAGO,développer la pratique des sports,D,1979-04-06 00:00:00,1979-04-06 00:00:00,1979-04-15 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-14T16:00:21-04:00
W9G2015436,"LE FORBIN-CLUB, CREATEUR D'ENTREPRISES","LE FORBIN-CLUB, CREATEUR D'ENTREPR...",developper la création d'entreprise,D,1979-09-24 00:00:00,1979-09-24 00:00:00,1979-10-06 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-14T14:14:55-04:00
W9G2000951,COMPAGNIE AIZAKADJA,COMPAGNIE AIZAKADJA,"création de spectacles pluridisciplinaires, ainsi que réalisation d'ateliers de pratiques artistiques, création de spectacles pluridisciplinaires : danse, chant, écriture, théâtre, vidéo, musique, arts plastiques et tous les arts de manire générale, à l'attention de tous publics, réalisation d'ateliers artistiques : danse, chant écriture, théâtre, vidéo, musique, arts plastiques et tous les arts de manire générale, ces activités sont destinées à tous publics et dans tous milieux qu'ils soient scolaire, associatif, professionnel, carcéral et tout autre de manire générale, la relation de co-développement entre l'Europe et la Caraïbes",D,2010-05-03 00:00:00,2011-10-21 00:00:00,2010-07-17 00:00:00,,Simple,Active,,,Leroux,,16.229731,-61.472339,2011-11-29T12:50:45-04:00
W9G2000952,ARTBLESS CULTURE FONDATION,ARTBLESS CULTURE FONDATION,"humanitaire, culturel",D,2010-05-03 00:00:00,2010-05-03 00:00:00,2010-07-17 00:00:00,,Simple,Active,,boulevard,Amédée Clara,,16.229731,-61.472339,2010-08-03T11:44:16-04:00
W9G2001205,CARAIBES FORME,CARAIBES FORME,"a pratique de l'éducation physique et de la gymnastique volontaire afin de favoriser dans tous les milieux sociaux, l'épanouissement de chacun par la pratique éducative des activités physiques à toutes les périodes de la vie, et chaque fois qu'il se peut, en milieu naturel , la recherche de son autonomie et le développement de ses moyens de communication. ouverte à tous les courants de pensées, elle s'interdit toutes discussions confessionnelles ou politiques",D,2003-08-22 00:00:00,2010-12-10 00:00:00,2003-10-25 00:00:00,,Simple,Active,,,Villa Caraïbes,SAINT-FELIX,16.229731,-61.472339,2010-12-27T16:38:10-04:00
W9G2001819,ASSOCIATION GUADELOUPEENNE POUR LA RECHERCHE EN HISTOIRE DU DROIT ET DES INSTITUTIONS D'OUTRE-MER - AGREHDIOM,AGREHDIOM,"oeuvrer pour la recherche sur l'histoire du droit et des institutions d'outre-mer, spécialement en Guadeloupe, et à la promotion de cette recherche et de ses résultats auprs du grand public, l'histoire coloniale et spécialement l'histoire du droit de l'esclavage constitueront le domaine principal mais non exclusif des acitivés de l'association, ses modalités d'actions incluront l'édition d'ouvrages, la mise en ligne de documents historiques (spécialement sur le futur sit internet de l'association), l'organisation de colloques ou autres manifestations scientifiques (séminaires, tables rondes), de voyages d'études, de manifestations culturelles, ainsi que des communications médiatiques (presse, radio, télé, site internet personnel de l'association) sur l'actualité de la recherche historique",D,2011-10-28 00:00:00,2011-10-28 00:00:00,2011-12-10 00:00:00,,Simple,Active,702,résidence,le Marissol,Bas du Fort,16.214627,-61.524394,2011-12-22T12:07:34-04:00
W9G2002163,ASSOCIATION KENYA DOGS (A.D.K),ASSOCIATION KENYA DOGS (A.D.K),"promouvoir certaines races de chiens (américan staffordshire, labrador, dogue argentin, caniche, jacks russel terrier, shar peî, dogue allemand...) de permettre aux communes des abymes et du gosier, de pointe à pitre de se 'débarasser' de leurs chiens errants, recueillir des animaux de toutes races, toutes espces",D,2008-05-02 00:00:00,2012-05-21 00:00:00,2008-07-19 00:00:00,2012-05-17 00:00:00,Simple,Dissoute,,route,de Labrousse,Impasse Capet,16.229731,-61.472339,2018-12-13T17:52:52-04:00
W9G2002636,ASSOCIATION CARIBEENNE DE SKATE ELECTRIQUE - A.C.S.E,ACSE,"le développement et la promotion d'engin roulant propulsé par une motorisation électrique de faible puissance (skate électrique, trottinette électrique) notamment par le biais d'organisation ou de participation à des test, salons, évnements, rassemblement à destination du grand public, l'organisation d'entraînements et de compétitions pour les membres",D,2013-05-31 00:00:00,2013-05-31 00:00:00,2013-06-29 00:00:00,,Simple,Active,9,route,de la Marina,,16.219941,-61.525646,2013-06-29T08:45:15-04:00
W9G2002808,COEURS EN CHOEUR,COEURS EN CHOEUR,"la promotion du chant chorale, l'organisation de manifestations, de formations en rapport avec le chant, l'organisation d'activité permettant d'agrandir le cercle d'amitié et de fraternité de ses membres",D,2008-11-18 00:00:00,2013-09-30 00:00:00,2008-12-13 00:00:00,,Simple,Active,,route,de Dubois,PORT BLANC,16.229731,-61.472339,2018-12-13T18:24:31-04:00
W9G2003049,SOS RACISME ANTILLES,SOS RACISME ANTILLES,"l'entreprise toute action humanitaire susceptible de résoudre les problmes nés du racisme, notamment dans les DOM-TOM, l'élaboration de campagnes d'éducation et de lutte contre le racisme, les discriminations avec pour axe l'histoire coloniale française, la poursuite de toute action tendant au développement de la citoyenneté et des valeurs de la république que sont la liberté, l'égalité, la fraternité et la tolérance, l'aide et le soutien aux personnes victimes de discrimination raciales, la dynamisation du travail de mémoire autour de l'histoire coloniale française dans la caraïbe et en Afrique, la sensibilisation et la formation aux métiers liés à la biodiversité et au patrimoine culturel des îles caribéennes, l'entretien et la création de liens forts entre les communautés antillaises, africaines et métropolitaines à travers toutes actions pertinentes",D,2014-01-14 00:00:00,2014-01-14 00:00:00,2014-04-19 00:00:00,,Simple,Active,,route,de Champagne,,16.229731,-61.472339,2014-05-06T19:25:03-04:00
W9G2003378,ASSOCIATION POUR LE DEVELOPPEMENT PERSONNEL PAR L'ECHANGE INTERCULTUREL,ASSOCIATION POUR LE DEVELOPPEMENT P...,"la promotion de toutes actions de développement personnel et d'échanges interculturels, et plus généralement toutes opérations industrielles, commerciales ou financires, mobilires ou immobilires, pouvant se rattacher directement ou indirectement à l'objet social ou susceptibles d'en faciliter l'extension ou le développement",D,2014-11-19 00:00:00,2016-09-02 00:00:00,2014-12-20 00:00:00,2016-08-16 00:00:00,Simple,Dissoute,12,boulevard,Amédée Clara,,16.205499,-61.492632,2018-12-12T13:13:14-04:00
W9G2003946,LA MAIN QUI AIDE,LA MAIN QUI AIDE,"d'intégrer et réintégrer les personnes dans la société, des personnes qui n'ont plus  aucune perspective de vie, méprisées et rejetées par leur famille et la société, afin de favoriser la réalisation de cet objet, l'association pourra occasionnellement effectuée des ventes de produits, de service ou fournir des prestations",D,2016-01-20 00:00:00,2016-01-20 00:00:00,2016-02-27 00:00:00,,Simple,Active,312,résidence,Portes des Caraïbes,,16.216038,-61.524702,2016-03-02T08:45:11-04:00
W9G2004846,ZEKOBEL EKSPERIMANTAL GWO-KA MIZIK GWADLOUP,ZEKOBEL EKSPERIMANTAL GWO-KA MIZIK ...,"la pratique, le développement de la musique gwo-ka et la diffusion de celle-ci sous ses formes les plus diverses, activités en relation avec l'environnement, la randonnée pédestre et l'éveil à la photographie tous publics",D,2002-09-13 00:00:00,2017-11-08 00:00:00,2002-11-23 00:00:00,,Simple,Active,6,,Plateau Perinet,,16.208278,-61.484682,2017-11-08T13:54:37-04:00
W9G2004857,ASSOCIATION SPORTIVE CULTURELLE ARTISTIQUE ET DE PROTECTION DE L'ENVIRONNEMENT DE COCOYER,ASSOCIATION SPORTIVE CULTURELLE,"de travailler sur le plan culturel, artistique et sportif, au développement, à l'épanouissement et à l'évolution des habitants du quartier de COCOYER et des lieux dits environnants, d'oeuvrer pour la protection de l'environnement et la préservation de la bio-diversité du territoire, d'organiser des fêtes, soirées, déjeuners, foires, excursions et compétitions sportives, de resserrer les liens de solidarité et d'amitié entre tous les habitants de la section de cocoyer, de mettre en place des activités sportives, culturelles et de l'Accueil de Loisirs (A.L)",D,1984-06-21 00:00:00,2017-10-30 00:00:00,1984-07-25 00:00:00,,Simple,Active,,route,de la Bouaye,Cocoyer,16.229731,-61.472339,2017-11-18T08:45:44-04:00
W9G2010803,GROUPEMENT DE REFLEXION DES ARTISTES GUADELOUPEENS,GROUPEMENT DE REFLEXION DES ARTISTE...,promouvoir et defendre l'at en guadeloupe. regrouper les artistes,D,1992-01-24 00:00:00,1992-01-24 00:00:00,1992-02-19 00:00:00,,Simple,Active,,,,Chez mr gros-dubois rene-claude,16.229731,-61.472339,2019-11-19T10:15:50-04:00
W9G2014851,JEUNESSE SPORTIVRE GOSIERIENNE,JEUNESSE SPORTIVRE GOSIERIENNE,grouper les membres dans un etat d'esprit de bonne camaraderie de pratiquer l'education physique et les sports,D,1972-12-14 00:00:00,1972-12-14 00:00:00,1973-01-04 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-02T12:44:23-04:00
W9G2014886,AMICALE DE GRANDE RAVINE,AMICALE DE GRANDE RAVINE,travailler en harmonie a l'accroissement des aptitudes physiques et intellectuelles de ses membres et sympathisants,D,1990-05-21 00:00:00,1990-05-21 00:00:00,1990-06-13 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-03T09:06:10-04:00
W9G2014903,ASSOCIATION FAMILIA SOUND,ASSOCIATION FAMILIA SOUND,création d'un groupe de jeunes musiciens qui s'entrainent ensemble et animent des activités culturelles a titre gratuit ou remunéré,D,2001-05-04 00:00:00,2001-05-04 00:00:00,2003-02-01 00:00:00,,Simple,Active,,,Impasse maurice caniquit,Cocoyer,16.229731,-61.472339,2020-01-03T12:57:21-04:00
W9G2014923,LE CLUB DES BILOUS,LE CLUB DES BILOUS,organisation de manifestations sportives et culturelles sur tout le territoire français.,D,2001-10-25 00:00:00,2001-10-25 00:00:00,2001-12-01 00:00:00,,Simple,Active,,,Maison cozema,"17, lotissement gisors - montauban",16.229731,-61.472339,2020-01-07T14:47:38-04:00
W9G2014966,ASSOCIATION SPORTIVE ET CULTURELLE 'FLECHE D'OR',ASSOCIATION SPORTIVE ET CULTURELLE ...,pratique de làéducation physique et des sports et le développement de làactivité culturelle,D,1983-07-08 00:00:00,1983-07-08 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-07T17:14:04-04:00
W9G2015038,MUSIC' ART,MUSIC' ART,promouvoir l'apprentissage de divers instruments de musique et de développer l'art musical et vocal. de mettre en place toutes actions s'inspirant du dispositif de contrat local d'accompagnement à la scolarité (clas),D,2005-07-12 00:00:00,2006-06-27 00:00:00,2005-08-27 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-08T11:25:26-04:00
W9G2015080,FOYER SOCIO-EDUCATIF DU LYCEE D'HOTELLERIE ET DE TOURISME - ARCHIPEL GUADELOUPE,FOYER SOCIO-EDUCATIF DU LYCEE D'HO...,"développer la vie sociale de l'établissement par l'animation de clubs spécialisés, par l'organisation de manifestations culturelles, par l'établissement de liens avec les associations de la cité et par la participation aux activités de loisirs, aux actions d'entraide et de solidarité, de promouvoir le sens des responsabilités et la vie civique de ses membres, de valoriser le travail en équipe et en groupe, d'encourager la créativité, l'initiative et l'esprit d'entreprise",D,2004-12-07 00:00:00,2004-12-07 00:00:00,2006-02-25 00:00:00,,Simple,Active,,,,SAINT FELIX,16.229731,-61.472339,2020-01-09T08:47:24-04:00
W9G2015085,COMITE CARNAVAL GOSIER,COMITE CARNAVAL GOSIER,organisation et gestion de tout type de manifestation a caractre carnavalesque dans la commune du gosier,D,1995-09-26 00:00:00,1995-09-26 00:00:00,,,Simple,Active,,,,82 route du college de belle plaine,16.229731,-61.472339,2020-01-09T09:28:42-04:00
W9G2015100,ETOILE BRILLANTE,ETOILE BRILLANTE,"organiser des manifestations folklorique, resserrer lien de solidarité entre les habitants de cette section la politique est strictement interdite",D,1976-12-28 00:00:00,1976-12-28 00:00:00,1977-01-12 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-09T10:21:23-04:00
W9G2015113,ASSOCIATION KARUKEROC ESCALADE ET CANYONNING,ASSOCIATION KARUKEROC ESCALADE ET C...,développer l'escalade et du canyonning en guadeloupe,D,1995-06-27 00:00:00,1995-06-27 00:00:00,,,Simple,Active,,,,Section fareaux,16.229731,-61.472339,2020-01-09T11:25:41-04:00
W9G2015115,ASSOCIATION GUADELOUPEENNE DE PLANCHE A VOILE,ASSOCIATION GUADELOUPEENNE DE PLANC...,améliorer et promouvoir la pratique du surf a voile en guadeloupe,D,1976-12-21 00:00:00,1976-12-21 00:00:00,1977-01-07 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-09T11:33:01-04:00
W9G2015191,ASSOCIATION CULTURE CARAIBE,ASSOCIATION CULTURE CARAIBE,organiser et promouvoir des échanges artistiques et culturels sur le plan local regional national et international elle organise des spectacles des représentations d'orchestres,D,2001-03-30 00:00:00,2001-03-30 00:00:00,,,Simple,Active,,,,Dampierre,16.229731,-61.472339,2020-01-10T08:45:14-04:00
W9G2015196,EXPAN'SON,EXPAN'SON,"encourager la communication et créer des liens concret entre les musiciens de la guadeloupe et d'ailleurs, de former un groupe de création et de recherche avec les musiciens, promouvoir la culture musicale alliant le jazz, la musique caraïbénne, organiser des concerts et spectacles",D,1998-03-04 00:00:00,1999-10-29 00:00:00,,,Simple,Active,,,,Impasse fond banane - pliane,16.229731,-61.472339,2020-01-10T09:12:37-04:00
W9G2015260,ODYSSEE ORGANISATION,ODYSSEE ORGANISATION,organisation de raids de toutes natures,D,1999-03-08 00:00:00,1999-03-08 00:00:00,,,Simple,Active,,,,17 lotissement lomba,16.229731,-61.472339,2020-01-10T12:25:06-04:00
W9G2015271,CLUB FRANCOPHONE INTERNATIONAL EN GUADELOUPE,CLUB FRANCOPHONE INTERNATIONAL EN G...,"faciliter les échanges culturels linguistiques touristiques et autres, assurer la formation et le placement de jeunes universitaires... réaliser des animations et activités sportives,",D,1999-02-01 00:00:00,1999-02-01 00:00:00,,,Simple,Active,,,,75 residence fleur d'epee - bas-du-fo,16.229731,-61.472339,2020-01-10T13:17:02-04:00
W9G2015325,LA SEINE,LA SEINE,favoriser l'organisation gestion de tous types dàactivités quelles soient culturelles - sociale-sportives,D,2000-07-10 00:00:00,2000-07-10 00:00:00,,,Simple,Active,,,,Belle plaine,16.229731,-61.472339,2020-01-13T11:26:11-04:00
W9G2015358,U.L.M. GUADELOUPE ASSOCIATION,U.L.M. GUADELOUPE ASSOCIATION,"découvrir des traditions et du patrimoine en guadeloupe, completee par une image balnéaire de notre region touristique, originale et inattendue dans un site exceptionnel qui font la renommee de notre archipel",D,2001-06-05 00:00:00,2001-06-05 00:00:00,2001-10-13 00:00:00,,Simple,Active,,,,"10, lotissement petit havre",16.229731,-61.472339,2020-01-13T15:59:02-04:00
W9G2015390,ASSOCIATION DES CO-PROPRIETAIRES DE BELLEVUE LES SALINES,ASSOCIATION DES COPROPRIETAIRES DE ...,assurer les fonctions d'un syndic et du conseil syndical. de se charger de tous actes et activités concernant le lotissement.,D,1999-05-25 00:00:00,2002-02-20 00:00:00,,,Simple,Active,,,Villa nà° 22 - lotissement bellevue les sal,,16.229731,-61.472339,2020-01-13T17:57:26-04:00
W9G2015406,COMITE DE QUARTIER,COMITE DE QUARTIER,"créer toutes formes d'actions social en faveur des personnes agees,de la petite enfance des familles du quartier et d'action au niveau de l'environnement et de la sécurité",D,1997-03-25 00:00:00,1997-03-25 00:00:00,1997-06-07 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-14T10:09:32-04:00
W9G2015418,CERCLE SPORTIF,CERCLE SPORTIF,Sportive,D,1952-08-23 00:00:00,1952-08-23 00:00:00,,,Simple,Active,,,bas du fort,,16.229731,-61.472339,2020-01-14T16:00:21-04:00
W9G2001280,ASSOCIATION DES LOCATAIRES DES RESIDENCES FLEUR DE MANGUE TI BAUM - FLAMB'S/CSFG,ASSOCIATION DES LOCATAIRES DES RESI...,"assurer au point de vue matériel et moral, la défense et la représentation des intérêts généraux des familles de travailleurs, quelque soit leur situation juridique, en particulier en leur qualité d'usagers, notamment de locataires ou accédants à  la propriété et de consommateurs de bien et services, elle a aussi pour objet l'étude des diverses questions et la coordination des diverses activités ou réalisation qui relvent du domaine social-familial, elle agit pour la protection et l'amélioration de l'environnement, de la nature et du cadre de vie",D,2010-12-27 00:00:00,2010-12-27 00:00:00,2011-02-26 00:00:00,,Simple,Active,L.C.R,résidence,Fleur de Mangue,Rue de la Désirade - voie nà° 2,16.229731,-61.472339,2011-02-28T13:39:39-04:00
W9G2001762,CARIBEAN SEA SPIRIT ASSOCIATION (C.S.S.A),CARIBEAN SEA SPIRIT ASSOCIATION (C....,"favoriser le développement et la formation à la sécurité et au sauvetage en mer, le développement et la formation aux sports nautiques et au motonautisme, la création de manifestations nautiques, la création d'évnementiels et de prestations incentives, le développement et la participation aux compétitions de sports nautiques et motonautisme, les préparations mécaniques des véhicules nautiques à moteur pour la compétition, et la vente de produits dérivés et accessoires",D,2011-10-17 00:00:00,2011-10-17 00:00:00,2011-11-05 00:00:00,,Simple,Active,,,Htel SALAKO,Pointe de la Verdure,16.229731,-61.472339,2011-11-04T12:07:18-04:00
W9G2001912,AMICALE DES CADRES DE LA B.F.C. (AMICADRE B.F.C.),AMICALE DES CADRES DE LA B.F.C. 'A...,maintenir l'unite et perenniser l'esprit maison qui anime les cadres de la banque francaise commerciale a/g ainsi que les valeurs et traditions auxquelles ils sont,D,2001-01-09 00:00:00,2012-01-13 00:00:00,1901-07-01 00:00:00,2011-12-06 00:00:00,Simple,Dissoute,22,porte,des Caraïbes,Morne l'Union,16.216038,-61.524702,2012-03-12T09:53:38-04:00
W9G2002197,PLATEFORME POUR L'EMPLOI ET LE DEVELOPPEMENT DE L'ALTERNANCE EN GUADELOUPE (P.E.D.A.G),PLATEFORME POUR L'EMPLOI ET LE DEV...,"la valorisation, le développement du dispositif d'alternance en favorisant une concertation et une mobilisation de tous les acteurs (conseil régional,ddtf, rectorat, chambre consulaire, organismes gestionnaires, cfa, syndicats professionnels et patronaux, entreprises, collectivités, mission locale, anpe )",D,2008-12-02 00:00:00,2016-07-13 00:00:00,2009-01-10 00:00:00,,Simple,Active,2,,Colline des 500 pas,MARE GAILLARD,16.21283,-61.443949,2018-08-03T11:49:09-04:00
W9G2002606,CONTRACTORS F.W.I,CONTRACTORS F.W.I,organisation de parties de SoftAir,D,2013-04-16 00:00:00,2013-04-16 00:00:00,2013-06-08 00:00:00,,Simple,Active,,route,de l'Ecole de Poucet,,16.229731,-61.472339,2013-06-08T08:45:09-04:00
W9G2002714,AFRICA VOYAGES ET DECOUVERTES,AFRICA VOYAGES ET DECOUVERTES,"d'agir à titre bénévole pour faciliter le voyage et la découverte de l'Afrique à toute personnes désireuse de connaître ce continent ou d'y exercer une activité, Africa Voyages Découvertes pourrait à ce titre servir de relais entre des organisations publiques et privées et ces dites personnes",D,2013-06-27 00:00:00,2013-06-27 00:00:00,2013-07-20 00:00:00,,Simple,Active,398,route,de Dubois,,16.223325,-61.472406,2013-07-20T08:45:24-04:00
W9G2002901,EVANGILE DU DERNIER TEMPS,EVANGILE DU DERNIER TEMPS,"assurer la célébration du culte, de subvenir aux frais, à l'entretien et à l'exercice du culte",D,2013-12-12 00:00:00,2013-12-12 00:00:00,2014-01-04 00:00:00,,Simple,Active,,,Pliane,Fond Mitau,16.229731,-61.472339,2014-01-10T12:36:00-04:00
W9G2003634,AMICALE DES ARBITRES DE CYCLISME DE LA GUADELOUPE - A.A.C.G,AMICALE DES ARBITRES DE CYCLISME DE...,"de faciliter, maintenir, développer et resserrer les liens d'amitié et de solidarité entre les arbitres de cyclisme de la Guadeloupe et leurs sympathisants, d'harmoniser et encourager toutes es initiatives qui pourront être prises pour valoriser les arbitres et promotionner le corps arbitral, ses moyens sont la tenue de réunions de travail et d'assemblées périodiques, l'organisation de manifestations et touts évnements pouvant aider à la réalisation de l'objet de l'association",D,2015-05-20 00:00:00,2015-12-01 00:00:00,2015-06-13 00:00:00,,Simple,Active,1366,route,de la Riviéra,,16.217658,-61.492071,2015-12-15T11:07:23-04:00
W9G2003992,WIN'SAMA,WIN'SAMA,promouvoir des actions et des activits thtrales dans un champ d'intervention culturel,D,2016-02-03 00:00:00,2019-05-31 00:00:00,2016-03-19 00:00:00,2019-05-08 00:00:00,Simple,Dissoute,,rue,Gaston Chateaubon,Dampierre,16.229731,-61.472339,2019-06-08T08:45:33-04:00
